	time	total_volume	cell_type	cycle_model	current_phase	elapsed_time_in_phase	nuclear_volume	cytoplasmic_volume	fluid_fraction	calcified_fraction	x_orientation	x_orientation	y_orientation	x_orientation	x_orientation	polarity	migration_speed	x_motility_vector	x_motility_vector	y_motility_vector	x_motility_vector	x_motility_vector	migration_bias	x_motility_bias_direction	x_motility_bias_direction	y_motility_bias_direction	x_motility_bias_direction	x_motility_bias_direction	persistence_time	motility_reserved	next_physiboss_run	TNFR_binding_rate	TNFR_endocytosis_rate	TNFR_recycling_rate	TNFR_activation_threshold	TNFR_receptors_per_cell	TNF_net_production_rate	tnf_node	fadd_node	nfkb_node	external_tnf	divide	cycle_rate	unbound_external_TNFR	bound_external_TNFR	bound_internal_TNFR	TFN_net_production_rate
20	200	2203.5177348214224	0.0	5.0	14.0	170.20429171692214	479.87415148228445	1723.6435833391376	0.7416859631414765	0.0	0.022956047147005647	-0.002881517306432352	0.01756097709843449	0.022956047147005647	-0.002881517306432352	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	10.0	0.24299999999999616	0.12799999999999656	0.2930000000000052	0.5	1.0	0.0	0.0	0.5165413533834586	0.0	0.0	0.0	0.0007500000000000076	1.0	0.0	0.0	0.0
21	210	2190.5155278512348	0.0	5.0	14.0	176.86924127359686	477.24910712935923	1713.2664207218832	0.7412655383834714	0.0	0.021482448952045173	-0.0012059319263642222	0.017931674757684046	0.021482448952045173	-0.0012059319263642222	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	10.0	0.24299999999999614	0.12799999999999648	0.2930000000000052	0.5	1.0	0.0	0.0	0.517524235645041	0.0	0.0	0.0	0.0007500000000000077	1.0	0.0	0.0	0.0
22	220	2173.8907522137447	0.0	5.0	14.0	182.91771813233228	473.83455814304136	1700.0561940707016	0.7407109986202515	0.0	0.01817676542098395	-0.0025535090112689452	0.019185335734235004	0.01817676542098395	-0.0025535090112689452	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	10.0	0.24299999999999614	0.12799999999999637	0.29300000000000526	0.5	1.0	0.0	0.0	0.5187914517317612	0.0	0.0	0.0	0.0007500000000000079	1.0	0.0	0.0	0.0
23	230	2175.2917013153196	0.0	5.0	14.0	191.53616671162305	474.35176592523936	1700.9399353900785	0.7402769329065295	0.0	0.019492010797647206	-0.0020825302328922614	0.018416160040886073	0.019492010797647206	-0.0020825302328922614	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	10.0	0.24299999999999614	0.1279999999999963	0.29300000000000526	0.5	1.0	0.0	0.0	0.5172667156502572	0.0	0.0	0.0	0.000750000000000008	1.0	0.0	0.0	0.0
24	240	2169.3648265761603	0.0	5.0	14.0	198.80226389005287	473.26080241040466	1696.1040241657563	0.7398733036439293	0.0	0.019171051007040942	-0.001926053174445983	0.016431672849251965	0.019171051007040942	-0.001926053174445983	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	10.0	0.2429999999999961	0.12799999999999626	0.29300000000000526	0.5	1.0	0.0	0.0	0.5193289569657185	0.0	0.0	0.0	0.0007500000000000081	1.0	0.0	0.0	0.0
25	250	2155.34883889305	0.0	5.0	14.0	204.34551489146887	470.4068599028958	1684.9419789901565	0.7394641940927844	0.0	0.01716357756313239	-0.002829685664465698	0.015047273817149341	0.01716357756313239	-0.002829685664465698	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	10.0	0.2429999999999961	0.12799999999999614	0.29300000000000526	0.5	1.0	0.0	0.0	0.5184381778741866	0.0	0.0	0.0	0.0007500000000000084	1.0	0.0	0.0	0.0
26	260	2159.1121096407114	0.0	5.0	14.0	212.85766148617685	471.41561872337024	1687.6964909173373	0.7392105202592649	0.0	0.014455973537112162	-0.0029699294435071187	0.014381648154525875	0.014455973537112162	-0.0029699294435071187	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	10.0	0.2429999999999961	0.12799999999999612	0.29300000000000526	0.5	1.0	0.0	0.0	0.5191059841384282	0.0	0.0	0.0	0.0007500000000000084	1.0	0.0	0.0	0.0
27	270	2157.2205793802354	0.0	5.0	14.0	220.2473436637959	471.1876455153647	1686.0329338648726	0.739022174191735	0.0	0.015967994562032538	-0.004698677458820418	0.014040140318542735	0.015967994562032538	-0.004698677458820418	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	10.0	0.2429999999999961	0.1279999999999961	0.29300000000000526	0.5	1.0	0.0	0.0	0.5186513629842181	0.0	0.0	0.0	0.0007500000000000085	1.0	0.0	0.0	0.0
28	280	2155.853017331245	0.0	5.0	14.0	227.46209339522596	471.06143923353187	1684.7915780977114	0.738907515017797	0.0	0.015710331660398202	-0.006050347125014229	0.011997692192558742	0.015710331660398202	-0.006050347125014229	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	10.0	0.24299999999999608	0.127999999999996	0.29300000000000526	0.5	1.0	0.0	0.0	0.5178316690442225	0.0	0.0	0.0	0.0007500000000000086	1.0	0.0	0.0	0.0
29	290	2146.9063789216157	0.0	5.0	14.0	233.31222283570744	469.27519967551774	1677.6311792460997	0.7387502171040394	0.0	0.01726509247823571	-0.003893612293510723	0.012168900413075872	0.01726509247823571	-0.003893612293510723	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	10.0	0.24299999999999608	0.12799999999999592	0.29300000000000526	0.5	1.0	0.0	0.0	0.5183875530410184	0.0	0.0	0.0	0.0007500000000000088	1.0	0.0	0.0	0.0
30	300	2144.6676836036227	0.0	5.0	14.0	239.89491220591276	468.94948369460366	1675.7181999090174	0.7386628587840253	0.0	0.017092127247959076	-0.00648747162156472	0.012698421083020061	0.017092127247959076	-0.00648747162156472	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	10.0	0.24299999999999608	0.12799999999999587	0.2930000000000053	0.5	1.0	0.0	0.0	0.5179198875614898	0.0	0.0	0.0	0.0007500000000000089	1.0	0.0	0.0	0.0
31	310	2126.4361198822985	0.0	5.0	14.0	242.97436909755146	465.1256003667841	1661.3105195155126	0.7384946645849986	0.0	0.01481121333157772	-0.006943070486882393	0.011720789449983246	0.01481121333157772	-0.006943070486882393	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	10.0	0.24299999999999605	0.12799999999999573	0.2930000000000053	0.5	1.0	0.0	0.0	0.5190575190575191	0.0	0.0	0.0	0.0007500000000000092	1.0	0.0	0.0	0.0
32	320	2126.5366341042186	0.0	5.0	14.0	250.34055461541152	465.318120668688	1661.218513435532	0.7382118187360811	0.0	0.01410637666347532	-0.005514189763653184	0.012511637344719793	0.01410637666347532	-0.005514189763653184	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	10.0	0.24299999999999605	0.12799999999999567	0.2930000000000053	0.5	1.0	0.0	0.0	0.5155065472088215	0.0	0.0	0.0	0.0007500000000000093	1.0	0.0	0.0	0.0
33	330	2119.6735442581275	0.0	5.0	14.0	255.55290443086594	463.9823799093134	1655.691164348816	0.7380060012972245	0.0	0.01694692983236693	-0.004616678604293777	0.012619718945900714	0.01694692983236693	-0.004616678604293777	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	10.0	0.24299999999999605	0.1279999999999956	0.2930000000000053	0.5	1.0	0.0	0.0	0.5157103825136612	0.0	0.0	0.0	0.0007500000000000094	1.0	0.0	0.0	0.0
34	340	2117.5175380222868	0.0	5.0	14.0	261.7916612553309	463.6720526754736	1653.8454853468138	0.7378473246241571	0.0	0.015087167779087585	-0.007603552726348875	0.012264380652807686	0.015087167779087585	-0.007603552726348875	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	10.0	0.24299999999999605	0.12799999999999553	0.2930000000000053	0.5	1.0	0.0	0.0	0.5169606512890095	0.0	0.0	0.0	0.0007500000000000096	1.0	0.0	0.0	0.0
35	350	2117.1298565495154	0.0	5.0	14.0	268.2858142041286	463.73347140437244	1653.3963851451472	0.7377670058369168	0.0	0.011985096890743167	-0.006849457330594265	0.012562689829325839	0.011985096890743167	-0.006849457330594265	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	10.0	0.24299999999999602	0.12799999999999548	0.2930000000000053	0.5	1.0	0.0	0.0	0.5138419986495611	0.0	0.0	0.0	0.0007500000000000097	1.0	0.0	0.0	0.0
36	360	2117.2029967570625	0.0	5.0	14.0	274.8066235920904	463.8833860283618	1653.3196107287033	0.737683767649573	0.0	0.010510275387794909	-0.008021215532070166	0.012127469361923313	0.010510275387794909	-0.008021215532070166	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	10.0	0.24299999999999602	0.12799999999999542	0.2930000000000053	0.5	1.0	0.0	0.0	0.5134408602150538	0.0	0.0	0.0	0.0007500000000000098	1.0	0.0	0.0	0.0
37	370	2119.9619547869993	0.0	5.0	14.0	282.06235970782086	464.621366367821	1655.340588419183	0.7376067807693153	0.0	0.010147973770513586	-0.008494070636350387	0.01381532088063958	0.010147973770513586	-0.008494070636350387	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	10.0	0.24299999999999602	0.1279999999999954	0.2930000000000053	0.5	1.0	0.0	0.0	0.5140562248995983	0.0	0.0	0.0	0.0007500000000000099	1.0	0.0	0.0	0.0
38	380	2119.7186256739456	0.0	5.0	14.0	288.2732060903204	464.7000827351337	1655.0185429388075	0.7375975750498128	0.0	0.011812883847591762	-0.007907454983161368	0.016322335310028767	0.011812883847591762	-0.007907454983161368	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	10.0	0.24299999999999602	0.12799999999999534	0.29300000000000537	0.5	1.0	0.0	0.0	0.5126498002663116	0.0	0.0	0.0	0.00075000000000001	1.0	0.0	0.0	0.0
39	390	2121.282499710806	0.0	5.0	14.0	295.34217349012096	465.1623773863697	1656.120122324439	0.737539165065179	0.0	0.012694917065521578	-0.005572742729490956	0.017579139060698253	0.012694917065521578	-0.005572742729490956	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	10.0	0.24299999999999602	0.12799999999999528	0.29300000000000537	0.5	1.0	0.0	0.0	0.5132450331125827	0.0	0.0	0.0	0.00075000000000001	1.0	0.0	0.0	0.0
40	400	2121.481323840121	0.0	5.0	14.0	301.8444412433197	465.3140721467163	1656.167251693402	0.7375601939637682	0.0	0.011971992408403876	-0.00503514687560739	0.018353367762623383	0.011971992408403876	-0.00503514687560739	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	10.0	0.242999999999996	0.12799999999999523	0.29300000000000537	0.5	1.0	0.0	0.0	0.5128373930217248	0.0	0.0	0.0	0.0007500000000000101	1.0	0.0	0.0	0.0
